flight_id,flight_number,date,month,day_of_week,is_weekend,airline,aircraft_type,origin,destination,distance_km,scheduled_dep_hour,flight_duration_min,seat_capacity,passengers_boarded,load_factor_pct,weather_origin,weather_dest,origin_congestion,dest_congestion,atc_delay_min,late_aircraft_min,tech_issue_delay_min,dep_delay_min,arr_delay_min
FL0111,AI881,2023-05-15,5,Monday,0,Air India,B737,VTZ,BOM,1548,22,158,162,137.0,84.9,4.0,5.0,2,9,0.3,0.0,0.0,10.4,62.5
FL0237,SG295,2023-07-06,7,Thursday,0,SpiceJet,A320,PAT,IXB,1269,8,124,180,134.0,74.5,8.0,7.0,2,2,7.4,5.5,0.0,35.6,71.6
FL0270,UK151,2023-01-09,1,Monday,0,Vistara,A321,SXR,IXC,793,8,92,220,195.0,88.9,1.0,,2,2,0.0,,0.0,3.2,34.0
FL1128,I5499,2023-05-14,5,Sunday,1,AirAsia India,B737,PAT,COK,917,6,106,162,,89.6,4.0,3.0,2,4,7.7,11.7,0.0,26.6,37.6
FL0656,SG975,2023-02-27,2,Monday,0,SpiceJet,A320,IXB,LKO,1885,15,148,180,152.0,84.6,3.0,2.0,2,3,2.9,,0.0,0.0,23.4
FL0327,6E574,2023-02-04,2,Saturday,1,IndiGo,B737,PNQ,AMD,915,17,109,162,,93.7,1.0,5.0,4,4,10.4,0.0,0.0,15.1,46.8
FL0902,S5649,2023-10-21,10,Saturday,1,StarAir,B787,COK,GAU,1238,21,134,296,276.0,93.3,8.0,1.0,4,2,,0.0,0.0,31.5,39.0
FL1391,AI223,2023-06-01,6,Thursday,0,Air India,A320,CCU,PNQ,1510,17,151,180,157.0,,5.0,8.0,5,4,8.3,0.0,0.0,9.8,83.8
FL0328,6E361,2023-07-11,7,Tuesday,0,IndiGo,A320,BHO,IXC,1441,15,140,180,169.0,,10.0,10.0,2,2,4.3,0.0,0.0,40.2,71.6
FL0648,SG642,2023-12-27,12,Wednesday,0,SpiceJet,A320,BHO,GAU,1161,14,108,180,165.0,92.1,6.0,6.0,2,2,11.3,,0.7,265.0,45.3
FL1239,AI562,2023-09-21,9,Thursday,0,Air India,A319,PAT,COK,1272,14,112,144,114.0,79.2,8.0,8.0,2,4,6.4,3.6,0.0,44.2,128.7
FL0359,6E670,2023-12-26,12,Tuesday,0,IndiGo,A320,AMD,HYD,571,21,72,180,168.0,93.9,8.0,6.0,4,6,0.0,0.0,0.0,33.5,66.9
FL0504,I5770,2023-12-06,12,Wednesday,0,AirAsia India,A320,GOI,IXB,1004,21,106,180,145.0,80.7,4.0,1.0,3,2,3.7,0.0,0.0,12.4,31.1
FL0584,6E790,2023-05-24,5,Wednesday,0,IndiGo,,ATQ,VTZ,1468,5,129,180,178.0,99.4,1.0,2.0,2,2,2.2,0.0,0.0,0.8,20.4
FL0529,6E907,2023-04-03,4,Monday,0,IndiGo,ATR72,PNQ,PAT,757,7,84,70,62.0,89.1,2.0,7.0,4,2,4.7,0.0,0.0,6.9,52.7
FL0083,AI384,2023-07-27,7,Thursday,0,Air India,B737,COK,ATQ,969,9,95,162,125.0,77.3,8.0,,4,2,12.7,42.5,0.0,93.9,118.0
FL0054,SG522,2023-12-12,12,Tuesday,0,SpiceJet,A319,MAA,AMD,632,10,74,144,121.0,84.1,1.0,3.0,6,4,0.3,0.0,0.0,9.7,22.7
FL0738,6E172,2023-04-08,4,Saturday,1,IndiGo,B737,AMD,BOM,530,7,66,162,129.0,79.8,4.0,6.0,4,9,8.4,0.0,0.0,13.4,74.8
FL1441,UK471,2023-03-22,3,Wednesday,0,Vistara,A320,PNQ,PAT,305,9,52,180,137.0,76.2,1.0,4.0,4,2,0.0,17.3,0.0,17.3,16.8
FL0288,6E504,2023-04-22,4,Saturday,1,IndiGo,A321,GOI,HYD,1474,6,131,220,161.0,,10.0,1.0,3,6,0.0,0.0,0.0,56.0,39.3
FL1469,UK881,2023-03-23,3,Thursday,0,Vistara,A320,CCU,ATQ,828,14,96,180,124.0,69.2,2.0,4.0,5,2,0.0,,0.0,5.3,19.2
FL1294,UK759,2023-08-22,8,Tuesday,0,Vistara,A320,IXB,CCU,140,10,38,180,179.0,99.5,8.0,5.0,2,5,6.9,16.4,0.0,48.2,40.9
FL0220,6E628,2023-07-17,7,Monday,0,IndiGo,A321,ATQ,LKO,1435,11,142,220,180.0,81.9,9.0,6.0,2,3,3.6,0.0,0.0,32.3,34.8
FL0867,I5439,2023-12-16,12,Saturday,1,AirAsia India,A320,ATQ,IXC,1349,6,126,180,164.0,91.6,4.0,3.0,2,2,0.0,0.0,0.0,0.0,38.7
FL0004,BZ263,2023-04-17,4,Monday,0,Blue Dart,B737,IXB,AMD,1957,21,170,162,155.0,95.8,1.0,6.0,2,4,4.7,0.0,0.0,12.6,41.1
FL0957,AI687,2023-05-17,5,Wednesday,0,Air India,A319,GOI,SXR,893,13,81,144,124.0,86.2,9.0,4.0,3,2,2.1,0.0,0.0,39.8,55.7
FL0671,UK748,2023-05-27,5,Saturday,1,Vistara,B737,IXB,DEL,1287,18,124,162,140.0,86.8,1.0,1.0,2,9,12.8,0.0,0.0,20.0,42.4
FL0175,AI201,2023-08-13,8,Sunday,1,Air India,A321,PAT,GAU,903,12,109,220,165.0,75.1,9.0,4.0,2,2,2.6,0.0,0.0,46.8,60.7
FL1245,6E701,2023-06-11,6,Sunday,1,IndiGo,B777,BHO,SXR,625,9,81,342,300.0,87.9,6.0,5.0,2,2,4.2,0.0,0.0,24.4,25.2
FL1125,AI994,2023-11-26,11,Sunday,1,Air India,B737,GOI,IXC,1123,21,112,162,134.0,82.9,3.0,6.0,3,2,0.0,0.0,0.0,7.0,58.1
FL0662,G8923,2023-10-30,10,Monday,0,GoFirst,A321,ATQ,IXC,321,19,47,220,117.0,53.6,6.0,4.0,2,2,8.5,31.2,0.0,65.3,71.1
FL0683,6E474,2023-11-26,11,Sunday,1,IndiGo,B737,AMD,PNQ,851,12,98,162,142.0,87.9,2.0,6.0,4,4,2.9,0.0,0.0,7.9,30.3
FL0679,AI690,2023-02-23,2,Thursday,0,Air India,CRJ-900,CCU,GAU,400,9,49,90,90.0,100.0,2.0,3.0,5,2,0.0,,0.0,4.1,33.2
FL0696,AI760,2023-06-27,6,Tuesday,0,Air India,A321,JAI,LKO,1637,12,146,220,172.0,78.2,,7.0,4,3,0.7,13.9,0.0,41.2,95.5
FL0265,UK981,2023-10-31,10,Tuesday,0,Vistara,B777,JAI,MAA,940,19,99,342,329.0,96.3,2.0,4.0,4,6,9.5,0.0,0.0,6.6,25.8
FL0803,AI569,2023-09-04,9,Monday,0,Air India,B787,MAA,PNQ,307,6,52,296,254.0,85.8,7.0,8.0,6,4,6.7,0.0,0.0,29.4,81.2
FL0189,I5598,2023-06-21,6,Wednesday,0,AirAsia India,A320,LKO,IXC,527,8,62,180,161.0,90.0,4.0,8.0,3,2,,31.3,0.0,50.2,73.9
FL0093,SG927,2023-01-15,1,Sunday,1,SpiceJet,,CCU,GAU,400,6,59,162,,100.0,4.0,1.0,5,2,,0.0,0.0,13.7,32.5
FL0488,UK294,2023-04-10,4,Monday,0,Vistara,A320,CCU,IXC,621,16,78,180,128.0,71.2,4.0,2.0,5,2,0.0,39.8,0.0,47.6,39.2
FL0260,6E694,2023-05-24,5,Wednesday,0,IndiGo,A320,GOI,IXB,491,5,60,180,142.0,78.9,3.0,6.0,3,2,0.0,0.0,0.0,0.0,29.6
FL0370,AI844,2023-10-26,10,Thursday,0,Air India,B787,GAU,CCU,400,15,50,296,,79.0,4.0,8.0,2,5,0.0,0.0,0.0,7.5,64.9
FL0198,AI938,2023-02-21,2,Tuesday,0,Air India,A320,SXR,COK,1889,7,150,180,160.0,89.3,6.0,4.0,2,4,0.9,0.0,0.0,29.6,44.8
FL1094,SG598,2023-11-26,11,Sunday,1,SpiceJet,A320,IXC,PAT,1647,10,161,180,146.0,81.5,1.0,2.0,2,2,0.1,0.0,0.0,7.0,11.9
FL0835,AI244,2023-07-14,7,Friday,0,Air India,B737,HYD,PNQ,1411,21,143,162,133.0,82.6,,7.0,6,4,0.0,0.0,0.0,5.2,44.0
FL0807,6E691,2023-05-13,5,Saturday,1,IndiGo,B737,LKO,BOM,1100,6,101,162,124.0,76.9,1.0,8.0,3,9,0.0,14.8,0.8,18.4,87.3
FL1087,AI146,2023-09-11,9,Monday,0,Air India,A321,SXR,BHO,905,14,83,220,198.0,90.4,4.0,5.0,2,2,11.9,,0.0,18.2,62.2
FL0097,AI110,2023-11-23,11,Thursday,0,Air India,A321,JAI,AMD,1520,17,131,220,129.0,58.7,2.0,3.0,4,4,,0.0,0.0,20.9,58.1
FL0988,AI716,2023-01-20,1,Friday,0,Air India,CRJ-900,GOI,DEL,1600,6,161,90,75.0,83.6,3.0,4.0,3,9,7.1,0.0,0.0,10.3,57.7
FL1461,6E124,2023-12-01,12,Friday,0,IndiGo,A321,BHO,GAU,506,11,63,220,220.0,100.0,4.0,7.0,2,2,5.0,0.0,0.0,4.9,44.8
FL0159,6E243,2023-03-07,3,Tuesday,0,IndiGo,A321,BLR,ATQ,1735,11,162,220,197.0,89.6,4.0,,7,2,2.2,15.4,0.0,21.0,28.5
FL0455,AI406,2023-08-25,8,Friday,0,Air India,B777,BLR,AMD,1028,15,101,342,274.0,80.4,8.0,3.0,7,4,0.0,,9.9,35.0,45.5
FL0540,AI803,2023-06-13,6,Tuesday,0,Air India,B777,IXC,GAU,1521,22,149,342,300.0,87.9,8.0,9.0,2,2,3.5,0.0,0.0,23.5,87.5
FL0827,SG903,2023-12-02,12,Saturday,1,SpiceJet,A320,GOI,COK,1375,22,137,180,158.0,87.8,1.0,3.0,3,4,0.0,7.6,0.0,7.2,33.2
FL1066,6E954,2023-06-02,6,Friday,0,IndiGo,A319,JAI,BOM,960,8,101,144,132.0,91.9,8.0,8.0,4,9,14.2,0.0,0.0,34.3,73.4
FL1256,I5548,2023-09-12,9,Tuesday,0,AirAsia India,A321,IXC,BLR,469,18,68,220,197.0,89.8,2.0,6.0,2,7,6.0,0.0,0.0,8.1,64.0
FL0172,6E590,2023-12-14,12,Thursday,0,IndiGo,A320,GOI,ATQ,1617,15,149,180,128.0,71.4,1.0,5.0,3,2,0.0,0.0,0.0,0.0,28.5
FL0443,UK677,2023-05-07,5,Sunday,1,Vistara,B737,BLR,IXB,1235,11,129,162,126.0,78.4,2.0,7.0,7,2,3.1,6.3,0.0,17.6,45.8
FL1075,UK208,2023-03-08,3,Wednesday,0,Vistara,A320,GOI,HYD,1107,6,104,180,119.0,66.4,1.0,3.0,3,6,0.2,0.0,0.0,0.0,30.2
FL0195,SG806,2023-06-29,6,Thursday,0,SpiceJet,ATR72,JAI,CCU,1941,5,164,70,54.0,78.3,3.0,6.0,4,5,1.8,0.0,0.0,9.0,67.4
FL0343,AI790,2023-04-05,4,Wednesday,0,Air India,A320,AMD,IXB,887,15,86,180,174.0,97.2,,,4,2,1.8,5.7,0.0,12.3,74.5
FL0548,I5903,2023-06-01,6,Thursday,0,AirAsia India,B737,HYD,GAU,1772,17,176,162,101.0,62.7,1.0,2.0,6,2,,0.0,0.0,13.7,50.6
FL0992,AI201,2023-01-01,1,Sunday,1,Air India,B777,GOI,CCU,1844,16,178,342,318.0,93.1,2.0,2.0,3,5,10.4,0.0,0.0,20.9,66.1
FL0649,UK879,2023-01-01,1,Sunday,1,Vistara,A319,ATQ,PAT,1017,6,90,144,120.0,,1.0,4.0,2,2,6.8,0.0,0.0,13.8,21.7
FL0104,UK380,2023-03-22,3,Wednesday,0,Vistara,A321,LKO,CCU,919,7,94,220,192.0,87.4,5.0,1.0,3,5,1.2,,0.0,0.0,32.3
FL1039,AI518,2023-09-27,9,Wednesday,0,Air India,B777,HYD,COK,880,18,102,342,289.0,84.6,7.0,6.0,6,4,0.0,21.4,0.0,40.5,81.3
FL1002,G8759,2023-06-10,6,Saturday,1,GoFirst,A320,AMD,VTZ,1515,20,139,180,152.0,84.9,7.0,9.0,4,2,1.5,0.0,0.0,29.6,103.7
FL1328,AI894,2023-08-23,8,Wednesday,0,Air India,A320,COK,AMD,1734,21,170,180,140.0,77.9,7.0,10.0,4,4,2.1,,0.0,29.9,116.1
FL1109,AI203,2023-02-16,2,Thursday,0,Air India,A321,MAA,COK,660,6,79,220,168.0,76.5,2.0,2.0,6,4,2.5,26.7,0.0,25.1,38.4
FL0086,AI323,2023-02-22,2,Wednesday,0,Air India,,MAA,AMD,558,8,64,180,117.0,,5.0,2.0,6,4,2.7,0.0,0.0,14.4,51.9
FL1142,AI141,2023-06-20,6,Tuesday,0,Air India,A321,VTZ,BHO,525,6,57,220,187.0,85.4,7.0,8.0,2,2,5.9,,0.0,31.3,80.6
FL0335,6E859,2023-01-06,1,Friday,0,IndiGo,,LKO,JAI,1147,6,108,220,180.0,82.2,8.0,9.0,3,4,3.5,0.0,0.0,42.8,90.2
FL0077,AI311,2023-09-28,9,Thursday,0,Air India,A320,BHO,IXC,977,12,100,180,128.0,71.2,7.0,3.0,2,2,0.0,0.0,0.0,19.4,31.9
FL0518,SG358,2023-10-12,10,Thursday,0,SpiceJet,ATR72,MAA,COK,660,6,70,70,58.0,84.2,2.0,3.0,6,4,6.8,0.0,0.2,12.1,35.1
FL0089,SG348,2023-09-09,9,Saturday,1,SpiceJet,ATR72,COK,BLR,520,20,67,70,60.0,86.2,6.0,7.0,4,7,4.1,0.0,0.0,30.1,91.3
FL0767,SG560,2023-06-03,6,Saturday,1,SpiceJet,A320,DEL,LKO,510,14,52,180,146.0,81.1,4.0,4.0,9,3,6.8,0.0,0.0,13.6,38.5
FL1477,6E597,2023-07-07,7,Friday,0,IndiGo,B777,PAT,JAI,432,6,64,342,233.0,,7.0,7.0,2,4,0.9,23.2,0.0,41.7,52.4
FL1255,SG866,2023-11-19,11,Sunday,1,SpiceJet,A320,AMD,HYD,1752,18,159,180,164.0,91.6,2.0,1.0,4,6,7.9,0.0,0.0,13.5,36.9
FL0955,6E125,2023-06-01,6,Thursday,0,IndiGo,B737,IXC,IXB,632,9,77,162,130.0,80.7,,10.0,2,2,4.2,0.0,0.0,21.4,111.1
FL0792,G8351,2023-11-02,11,Thursday,0,GoFirst,ATR72,HYD,ATQ,1235,13,121,70,57.0,82.7,1.0,2.0,6,2,0.0,0.0,3.3,13.4,23.6
FL0117,AI378,2023-03-03,3,Friday,0,Air India,B737,IXC,HYD,1259,19,123,162,144.0,89.3,2.0,4.0,2,6,10.7,0.0,0.0,15.3,45.0
FL0721,6E262,2023-01-05,1,Thursday,0,IndiGo,A320,ATQ,PAT,1695,7,134,180,137.0,76.6,3.0,7.0,2,2,1.0,0.0,0.0,14.4,48.2
FL1053,6E329,2023-03-30,3,Thursday,0,IndiGo,B787,CCU,BHO,1072,14,106,296,271.0,91.8,9.0,,5,2,4.7,0.0,0.0,42.2,25.5
FL0388,6E344,2023-05-23,5,Tuesday,0,IndiGo,,GOI,VTZ,473,22,54,70,48.0,,1.0,2.0,3,2,4.7,0.0,0.0,5.6,22.0
FL1293,UK360,2023-01-11,1,Wednesday,0,Vistara,ATR72,MAA,GOI,1539,22,155,70,59.0,84.9,7.0,7.0,6,3,4.8,0.0,0.0,31.8,64.3
FL0978,SG408,2023-01-26,1,Thursday,0,SpiceJet,A320,GAU,JAI,947,22,100,180,177.0,98.7,2.0,1.0,2,4,0.0,0.0,0.0,7.3,28.2
FL0057,G8436,2023-04-02,4,Sunday,1,GoFirst,A320,GOI,PNQ,756,8,76,180,158.0,88.2,5.0,1.0,3,4,1.5,,0.0,29.3,36.7
FL0152,SG693,2023-01-13,1,Friday,0,SpiceJet,A320,HYD,BOM,620,13,66,180,159.0,88.4,2.0,1.0,6,9,0.0,1.8,0.0,5.6,39.9
FL0620,G8413,2023-11-17,11,Friday,0,GoFirst,B737,COK,LKO,1295,9,111,162,125.0,77.3,3.0,2.0,4,3,0.0,0.0,0.0,7.0,32.4
FL0143,6E911,2023-02-21,2,Tuesday,0,IndiGo,B737,BHO,MAA,800,12,84,162,124.0,77.0,2.0,,2,6,0.9,0.0,0.0,0.0,13.2
FL1331,SG976,2023-01-29,1,Sunday,1,SpiceJet,A320,SXR,GOI,878,21,90,180,148.0,82.5,2.0,3.0,2,3,2.5,0.0,0.0,11.8,25.7
FL0698,SG861,2023-08-08,8,Tuesday,0,SpiceJet,A320,DEL,CCU,1305,10,130,180,113.0,62.9,,7.0,9,5,3.8,0.0,0.0,16.8,69.4
FL1483,6E529,2023-07-02,7,Sunday,1,IndiGo,B787,BHO,JAI,1842,6,164,296,232.0,78.6,6.0,10.0,2,4,2.3,8.3,0.0,27.0,103.0
FL0498,SG250,2023-01-16,1,Monday,0,SpiceJet,A320,IXB,SXR,1939,13,188,180,127.0,,6.0,4.0,2,2,2.6,0.0,0.0,17.6,35.2
FL0012,S5423,2023-03-29,3,Wednesday,0,StarAir,A321,JAI,BOM,960,7,95,220,156.0,70.9,5.0,1.0,4,9,9.1,10.4,0.5,37.5,82.7
FL1203,6E170,2023-12-03,12,Sunday,1,IndiGo,A320,LKO,COK,710,17,75,180,151.0,84.3,3.0,7.0,3,4,11.5,0.0,0.0,15.0,47.5
FL1091,SG371,2023-01-10,1,Tuesday,0,SpiceJet,B737,IXB,IXC,1851,15,161,162,123.0,76.0,1.0,1.0,2,2,1.0,0.0,0.0,12.6,48.3
FL0229,SG526,2023-11-21,11,Tuesday,0,SpiceJet,A321,BHO,DEL,780,13,80,220,204.0,93.1,4.0,6.0,2,9,5.2,0.0,0.0,4.9,41.8
FL0208,SG167,2023-05-10,5,Wednesday,0,SpiceJet,A320,JAI,BOM,960,15,91,180,,83.4,9.0,,4,9,0.0,0.0,0.0,36.5,36.7
FL0252,6E242,2023-12-26,12,Tuesday,0,IndiGo,B737,LKO,GAU,759,7,90,162,152.0,94.1,5.0,8.0,3,2,8.3,0.0,0.0,16.1,66.0
FL1073,6E104,2023-07-17,7,Monday,0,IndiGo,B737,AMD,VTZ,1658,6,152,162,140.0,86.8,5.0,6.0,4,2,2.1,0.0,0.0,19.6,51.4
FL0218,AI491,2023-08-06,8,Sunday,1,Air India,A320,LKO,VTZ,1202,7,118,180,177.0,98.4,4.0,7.0,3,2,10.7,0.0,0.0,27.6,84.8
FL1193,AI401,2023-07-17,7,Monday,0,Air India,B737,BHO,BLR,508,16,65,162,124.0,76.9,6.0,,2,7,6.2,0.0,0.0,15.7,36.7
FL0626,UK137,2023-05-12,5,Friday,0,Vistara,A320,IXB,VTZ,1129,21,104,180,,84.9,4.0,1.0,2,2,0.0,0.0,0.0,5.5,23.1
FL0133,6E881,2023-10-10,10,Tuesday,0,IndiGo,B737,MAA,ATQ,1403,18,127,162,128.0,79.5,,2.0,6,2,4.2,0.0,0.0,1.2,33.4
FL1399,AI703,2023-05-28,5,Sunday,1,Air India,B737,JAI,PAT,1818,6,165,162,132.0,82.0,6.0,3.0,4,2,1.1,0.0,0.0,16.0,53.6
FL1173,UK651,2023-04-27,4,Thursday,0,Vistara,A321,GAU,BLR,1912,22,191,220,199.0,90.7,7.0,1.0,2,7,0.0,0.0,0.0,35.7,45.0
FL0034,G8151,2023-09-28,9,Thursday,0,GoFirst,B777,BLR,ATQ,1954,9,167,342,223.0,,6.0,7.0,7,2,30.6,,0.0,44.8,64.4
FL0661,UK892,2023-11-13,11,Monday,0,Vistara,A320,VTZ,SXR,886,19,106,180,136.0,75.7,1.0,,2,2,0.0,0.0,0.0,1.2,27.4
FL1232,UK665,2023-07-13,7,Thursday,0,Vistara,A320,PNQ,COK,1271,11,122,180,130.0,72.7,7.0,8.0,4,4,0.0,35.0,0.0,52.4,58.8
FL0266,SG577,2023-09-11,9,Monday,0,SpiceJet,A320,MAA,PAT,1354,13,134,180,151.0,84.1,,7.0,6,2,5.0,0.0,0.0,25.7,97.7
FL0676,6E180,2023-01-14,1,Saturday,1,IndiGo,,VTZ,LKO,619,9,73,162,111.0,68.6,8.0,3.0,2,3,7.3,0.0,0.0,39.0,27.1
FL0212,AI118,2023-08-12,8,Saturday,1,Air India,,SXR,BLR,1623,13,147,342,321.0,93.9,4.0,7.0,2,7,8.3,,0.0,10.5,55.6
FL0308,6E677,2023-01-22,1,Sunday,1,IndiGo,A320,SXR,IXC,1381,21,130,180,96.0,53.4,5.0,3.0,2,2,0.3,0.0,0.0,16.6,35.6
FL1490,6E795,2023-06-10,6,Saturday,1,IndiGo,A321,CCU,BHO,742,8,68,220,182.0,82.7,6.0,,5,2,10.3,0.0,0.0,24.7,65.5
FL1465,6E496,2023-06-25,6,Sunday,1,IndiGo,B737,VTZ,BHO,381,16,51,162,,71.6,9.0,10.0,2,2,0.0,0.0,0.0,36.8,93.4
FL0991,6E641,2023-02-16,2,Thursday,0,IndiGo,B737,IXB,BLR,502,5,61,162,144.0,89.1,5.0,1.0,2,7,0.4,0.0,0.0,15.8,19.6
FL1121,UK798,2023-03-10,3,Friday,0,Vistara,A321,BHO,IXC,1239,9,109,220,193.0,88.0,8.0,7.0,2,2,6.4,0.0,0.0,31.2,57.6
FL1009,6E281,2023-06-17,6,Saturday,1,IndiGo,B737,IXC,JAI,1070,5,100,162,140.0,87.0,3.0,7.0,2,4,3.4,0.0,1.2,11.5,46.7
FL1114,6E568,2023-04-05,4,Wednesday,0,IndiGo,B787,HYD,BOM,620,7,69,296,231.0,78.4,4.0,3.0,6,9,4.3,0.0,0.0,10.9,35.9
FL1368,UK392,2023-05-10,5,Wednesday,0,Vistara,B787,PNQ,BLR,638,8,76,296,188.0,63.8,2.0,1.0,4,7,7.5,0.0,0.0,18.8,40.7
FL0666,UK696,2023-07-22,7,Saturday,1,Vistara,A321,BLR,IXB,882,19,93,220,184.0,84.0,5.0,7.0,7,2,18.4,0.0,0.0,26.4,51.1
FL0022,G8951,2023-07-11,7,Tuesday,0,GoFirst,B737,ATQ,DEL,380,20,51,162,145.0,89.7,9.0,6.0,2,9,12.9,0.0,0.0,44.4,122.4
FL0167,6E233,2023-02-13,2,Monday,0,IndiGo,A321,VTZ,DEL,1320,5,118,220,184.0,84.0,,2.0,2,9,2.0,19.0,0.0,24.7,27.4
FL0702,AI274,2023-07-11,7,Tuesday,0,Air India,B737,GOI,ATQ,1583,7,150,162,102.0,63.5,3.0,7.0,3,2,18.9,0.0,0.0,19.8,58.6
FL1353,6E535,2023-01-27,1,Friday,0,IndiGo,B737,CCU,BHO,1234,8,133,162,131.0,81.5,4.0,3.0,5,2,5.0,0.0,0.0,15.3,24.5
FL0715,UK108,2023-01-10,1,Tuesday,0,Vistara,B737,HYD,JAI,851,7,84,162,144.0,89.0,5.0,2.0,6,4,9.6,26.4,0.0,39.4,51.0
FL1261,UK890,2023-08-17,8,Thursday,0,Vistara,B777,PAT,GOI,1209,6,112,342,261.0,76.5,8.0,7.0,2,3,2.2,20.7,10.8,51.2,59.2
FL0037,6E902,2023-02-20,2,Monday,0,IndiGo,B777,IXC,GOI,1166,6,113,342,280.0,82.0,,4.0,2,3,3.8,0.0,0.0,8.5,25.4
FL1107,6E526,2023-09-18,9,Monday,0,IndiGo,A320,IXC,MAA,900,20,88,180,152.0,84.5,1.0,6.0,2,6,5.1,0.0,0.0,12.6,60.8
FL0682,SG365,2023-01-12,1,Thursday,0,SpiceJet,B737,PAT,VTZ,506,22,73,162,125.0,77.5,10.0,5.0,2,2,7.2,32.4,0.0,77.2,102.9
FL0655,SG595,2023-05-14,5,Sunday,1,SpiceJet,B737,GAU,IXB,1288,21,125,162,118.0,,1.0,5.0,2,2,0.5,9.2,0.0,10.0,45.3
FL0768,6E635,2023-09-07,9,Thursday,0,IndiGo,A320,JAI,COK,1815,8,174,180,119.0,66.5,7.0,6.0,4,4,20.1,0.0,0.0,46.1,51.4
FL1068,6E254,2023-08-13,8,Sunday,1,IndiGo,B737,BHO,CCU,946,6,102,162,144.0,89.1,1.0,5.0,2,5,4.1,0.0,0.0,11.9,22.0
FL1396,AI776,2023-09-07,9,Thursday,0,Air India,B737,JAI,BOM,960,14,95,162,140.0,86.5,5.0,10.0,4,9,8.3,0.0,0.8,18.8,113.6
FL0033,SG385,2023-07-07,7,Friday,0,SpiceJet,A319,COK,PNQ,1398,7,125,144,110.0,76.8,10.0,9.0,4,4,12.6,0.0,0.0,53.2,97.7
FL0161,AI524,2023-02-14,2,Tuesday,0,Air India,ATR72,LKO,IXB,1158,11,98,70,50.0,72.6,1.0,1.0,3,2,0.0,0.0,0.0,0.0,23.6
FL0124,SG891,2023-02-04,2,Saturday,1,SpiceJet,B787,IXC,BLR,944,15,102,296,229.0,77.6,2.0,3.0,2,7,3.3,37.5,0.0,40.8,55.2
FL0156,6E649,2023-08-31,8,Thursday,0,IndiGo,A320,LKO,BLR,1850,20,181,180,164.0,91.2,6.0,7.0,3,7,15.0,0.0,1.9,24.9,53.6
FL1228,AI356,2023-01-18,1,Wednesday,0,Air India,A320,BOM,IXB,710,10,78,180,138.0,76.7,1.0,1.0,9,2,0.0,4.3,0.0,11.3,13.1
FL0391,I5561,2023-11-18,11,Saturday,1,AirAsia India,A319,CCU,SXR,891,21,78,144,111.0,77.7,3.0,2.0,5,2,0.0,0.0,0.0,0.0,15.9
FL1451,AI260,2023-01-26,1,Thursday,0,Air India,A321,AMD,VTZ,1327,21,121,220,202.0,92.1,7.0,5.0,4,2,7.9,0.0,0.0,31.0,63.0
FL1356,G8179,2023-05-14,5,Sunday,1,GoFirst,A320,JAI,IXC,1076,6,102,180,,80.0,2.0,3.0,4,2,0.0,18.2,0.0,18.8,31.8
FL0053,AI995,2023-09-22,9,Friday,0,Air India,,COK,AMD,1665,19,158,162,97.0,60.0,3.0,6.0,4,4,0.8,0.0,0.0,0.5,42.1
FL0279,6E526,2023-04-30,4,Sunday,1,IndiGo,A321,DEL,PAT,1000,9,95,220,206.0,93.8,5.0,9.0,9,2,24.4,1.4,0.0,40.0,83.5
FL0700,6E206,2023-02-10,2,Friday,0,IndiGo,ATR72,DEL,BHO,780,19,95,70,56.0,80.8,2.0,2.0,9,2,37.3,0.0,0.0,37.3,34.9
FL1032,6E597,2023-03-01,3,Wednesday,0,IndiGo,B737,DEL,AMD,890,22,91,162,115.0,71.2,4.0,4.0,9,4,,0.0,0.0,0.0,38.2
FL1230,S5513,2023-03-19,3,Sunday,1,StarAir,A319,DEL,JAI,260,19,52,144,110.0,76.9,4.0,2.0,9,4,21.5,36.1,0.0,59.6,62.6
FL1285,AI279,2023-04-22,4,Saturday,1,Air India,B777,BLR,JAI,1518,21,146,342,217.0,63.6,1.0,3.0,7,4,0.0,0.0,0.0,3.6,40.5
FL0383,SG855,2023-06-22,6,Thursday,0,SpiceJet,,CCU,COK,1611,12,134,180,159.0,88.4,9.0,7.0,5,4,0.0,0.0,0.0,26.0,63.6
FL0012,S5423,2023-03-29,3,Wednesday,0,StarAir,A321,JAI,BOM,960,7,95,220,156.0,70.9,5.0,1.0,4,9,9.1,10.4,0.5,37.5,82.7
FL1063,6E409,2023-01-23,1,Monday,0,IndiGo,,VTZ,BOM,310,7,49,70,60.0,87.0,2.0,5.0,2,9,16.3,12.2,0.0,30.5,65.7
FL0106,6E448,2023-10-16,10,Monday,0,IndiGo,B737,DEL,VTZ,1320,18,122,162,157.0,97.0,4.0,1.0,9,2,18.0,0.0,0.0,28.1,29.2
FL1003,S5565,2023-06-27,6,Tuesday,0,StarAir,A321,ATQ,PAT,1292,8,125,220,147.0,67.3,9.0,4.0,2,2,10.8,0.0,0.0,38.2,47.5
FL0145,UK361,2023-08-10,8,Thursday,0,Vistara,A320,IXB,MAA,775,12,68,180,174.0,96.9,7.0,8.0,2,6,0.0,0.0,0.0,8.3,32.4
FL1156,G8287,2023-08-02,8,Wednesday,0,GoFirst,A320,HYD,MAA,520,5,58,180,180.0,100.0,7.0,3.0,6,6,2.9,0.0,0.0,10.3,29.6
